Order_ID,Order_Date,Order_Priority,Customer_ID,Product_Category,Product_Name,City,Ship_Mode,Ship_Date,Discount,Unit_Price,Quantity_ordered_new,Product_Base_Margin,Shipping_Cost,Sales,Profit
88062,31-03-2011,Not Specified,463,Technology,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,West Hollywood,Delivery Truck,02-04-2011,0.05,115.99,6,0.4,56.14,714.29,-44.5179
88065,01-03-2012,Not Specified,463,Office Supplies,"TOPS Money Receipt Book, Consecutively Numbered in Red,",West Hollywood,Regular Air,04-03-2012,0.05,8.01,7,0.4,2.87,56.23,31
88066,11-10-2012,Low,463,Furniture,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,West Hollywood,Regular Air,15-10-2012,0.09,209.84,24,0.59,21.21,4776.61,2820.8764
88068,07-05-2013,High,463,Technology,Belkin MediaBoard 104- Keyboard,West Hollywood,Regular Air,09-05-2013,0.06,27.48,1,0.75,4,28.87,-101.41
88070,28-12-2013,Not Specified,463,Office Supplies,Catalog Binders with Expanding Posts,West Hollywood,Regular Air,30-12-2013,0.02,67.28,15,0.4,19.99,1058.35,730.2615
88063,18-10-2011,Low,464,Furniture,"Master Caster Door Stop, Brown",Westminster,Regular Air,20-10-2011,0.06,5.08,14,0.51,2.03,68.47,16.7992
88067,17-12-2012,Not Specified,464,Furniture,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Westminster,Regular Air,19-12-2012,0.08,39.98,17,0.65,9.2,661.29,303.705
88067,17-12-2012,Not Specified,464,Office Supplies,Newell 312,Westminster,Regular Air,19-12-2012,0.02,5.84,14,0.55,1.2,84.73,51.36
88069,18-10-2013,Low,464,Office Supplies,"Peel & Seel? Recycled Catalog Envelopes, Brown",Westminster,Regular Air,20-10-2013,0.06,11.58,19,0.35,5.72,224.24,51.91
88064,13-12-2011,Medium,465,Office Supplies,Xerox 1885,Whittier,Regular Air,14-12-2011,0.02,48.04,13,0.37,7.23,639.75,441.4275
88069,18-10-2013,Low,465,Office Supplies,Eureka Disposable Bags for Sanitaire? Vibra Groomer I? Upright Vac,Whittier,Regular Air,23-10-2013,0.08,4.06,9,0.6,6.89,39.62,-83.71
91062,18-03-2010,Not Specified,485,Office Supplies,Avery 49,Fresno,Regular Air,20-03-2010,0.05,2.88,3,0.36,0.5,8.77,6.0513
91066,28-04-2013,Medium,485,Technology,Lexmark Z55se Color Inkjet Printer,Fresno,Delivery Truck,29-04-2013,0.04,90.97,9,0.38,28,792.79,547.0251
91069,30-10-2013,Low,485,Furniture,O'Sullivan Living Dimensions 3-Shelf Bookcases,Fresno,Delivery Truck,03-11-2013,0.05,200.98,20,0.75,55.96,3961.88,-737.41
91064,20-09-2011,High,486,Office Supplies,Staples SlimLine Pencil Sharpener,Gilroy,Regular Air,22-09-2011,0.01,11.97,10,0.6,5.81,123.4,-38.94
91065,06-12-2011,High,486,Technology,252,Gilroy,Express Air,08-12-2011,0.04,65.99,12,0.55,5.92,690.61,476.5209
91067,02-09-2013,Low,486,Office Supplies,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Gilroy,Regular Air,09-09-2013,0.03,39.98,26,0.4,9.83,1053.74,707.7888
91067,02-09-2013,Low,486,Technology,i2000,Gilroy,Regular Air,06-09-2013,0.03,125.99,16,0.6,2.5,1761.78,937.95084
91068,11-10-2013,Medium,486,Office Supplies,Economy Rollaway Files,Gilroy,Express Air,13-10-2013,0.02,165.2,24,0.59,19.99,4009.89,1952.15
90058,13-01-2010,Low,510,Office Supplies,Xerox 1910,Manteca,Regular Air,13-01-2010,0.02,48.04,3,0.37,5.09,152.54,105.2526
90059,01-08-2010,Critical,510,Office Supplies,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Manteca,Regular Air,02-08-2010,0.03,6.37,14,0.38,5.19,89.79,-29.0927
90061,25-07-2011,Critical,510,Office Supplies,Southworth Structures Collection?,Manteca,Regular Air,27-07-2011,0.08,7.28,5,0.35,5.47,36.1,-28.13
90062,16-11-2011,Medium,510,Office Supplies,GBC Standard Plastic Binding Systems Combs,Manteca,Express Air,17-11-2011,0.07,8.85,5,0.36,5.6,53.64,1.3915
90062,16-11-2011,Medium,510,Technology,Canon PC940 Copier,Manteca,Regular Air,18-11-2011,0.01,449.99,9,0.52,24.49,4129.7,53.3248
90067,13-01-2013,Low,510,Technology,Panasonic KX-P1150 Dot Matrix Printer,Manteca,Delivery Truck,18-01-2013,0.03,145.45,1,0.56,17.85,148.45,-468.598356
88126,10-05-2011,High,542,Furniture,Hon 61000 Series Interactive Training Tables,Santa Ana,Delivery Truck,11-05-2011,0.03,44.43,12,0.67,46.59,439.7,-1052.79
88128,03-03-2012,Critical,542,Technology,Accessory25,Santa Ana,Regular Air,05-03-2012,0.05,20.99,12,0.57,0.99,217.63,150.1647
88130,14-07-2012,Low,542,Technology,Logitech Access Keyboard,Santa Ana,Regular Air,19-07-2012,0.1,15.98,2,0.37,4,30.67,-47.36
88131,21-12-2012,Not Specified,542,Office Supplies,Prang Drawing Pencil Set,Santa Ana,Regular Air,23-12-2012,0,2.78,19,0.45,1.34,57.72,17.115
88129,03-06-2012,Low,543,Office Supplies,Brown Kraft Recycled Envelopes,Santa Barbara,Regular Air,05-06-2012,0.03,16.98,1,0.35,12.39,29.19,-18.48
88134,22-11-2013,Low,543,Technology,TimeportP7382,Santa Barbara,Express Air,29-11-2013,0,205.99,11,0.56,8.99,2033.98,195.991488
88127,27-07-2011,Critical,544,Office Supplies,Newell 307,Santa Clara,Regular Air,28-07-2011,0.08,1.82,13,0.57,0.83,22.67,-8.95
88129,03-06-2012,Low,544,Office Supplies,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,Santa Clara,Express Air,05-06-2012,0.03,225.04,4,0.42,11.79,892.11,615.5559
88129,03-06-2012,Low,544,Technology,"Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case",Santa Clara,Regular Air,08-06-2012,0.05,9.49,17,0.39,5.76,155.59,-35.44032
88132,27-07-2013,Critical,544,Office Supplies,Avery 508,Santa Clara,Regular Air,29-07-2013,0.03,4.91,1,0.36,0.5,5.05,1.4144
88133,09-10-2013,Critical,544,Office Supplies,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Santa Clara,Regular Air,09-10-2013,0,5.68,21,0.39,1.46,122.43,74.83
88133,09-10-2013,Critical,544,Office Supplies,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",Santa Clara,Regular Air,11-10-2013,0.02,10.14,13,0.36,2.27,133,83.16
17155,28-01-2010,Medium,553,Office Supplies,"Adams Phone Message Book, 200 Message Capacity, 8 1/16? x 11?",Los Angeles,Express Air,29-01-2010,0,6.88,36,0.39,2,267.53,34.068
2433,21-08-2010,Not Specified,553,Technology,Lexmark 4227 Plus Dot Matrix Printer,Los Angeles,Delivery Truck,21-08-2010,0.07,2036.48,25,0.55,14.7,43046.2,4073.25
8165,15-10-2010,Low,553,Office Supplies,Xerox 1922,Los Angeles,Regular Air,24-10-2010,0.01,4.98,63,0.36,7.44,330.21,-179.592
359,18-12-2010,Medium,553,Furniture,Bevis 36 x 72 Conference Tables,Los Angeles,Delivery Truck,19-12-2010,0.08,124.49,56,0.63,51.94,6831.37,-500.38
35046,24-07-2011,Medium,553,Office Supplies,"Wilson Jones Hanging View Binder, White, 1""",Los Angeles,Express Air,24-07-2011,0.1,7.1,25,0.39,6.05,180.79,-54.671
35046,24-07-2011,Medium,553,Furniture,Global Commerce? Series High-Back Swivel/Tilt Chairs,Los Angeles,Delivery Truck,25-07-2011,0.07,284.98,16,0.6,69.55,4410.92,-113.08
35046,24-07-2011,Medium,553,Furniture,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Los Angeles,Express Air,25-07-2011,0.03,107.53,54,0.65,5.81,5941.63,1759.72
53314,19-09-2011,High,553,Furniture,Howard Miller 12-3/4 Diameter Accuwave DS ? Wall Clock,Los Angeles,Regular Air,19-09-2011,0.01,78.69,60,0.43,19.99,4850.76,1049.02
53314,19-09-2011,High,553,Furniture,Bevis Rectangular Conference Tables,Los Angeles,Delivery Truck,21-09-2011,0.05,145.98,27,0.69,51.92,4025.07,-310.95
15300,08-02-2012,High,553,Office Supplies,Astroparche? Fine Business Paper,Los Angeles,Express Air,10-02-2012,0.05,5.28,47,0.37,5.06,257.25,-75.25
7142,21-07-2012,Critical,553,Office Supplies,Avery 501,Los Angeles,Regular Air,23-07-2012,0.06,3.69,49,0.38,0.5,180.84,57
35684,03-08-2012,Low,553,Technology,Soundgear TeleForum DX Desktop Conference Phone,Los Angeles,Regular Air,08-08-2012,0.07,96.45,20,0.38,13.99,1821.96,18.77
17155,28-01-2013,Medium,553,Office Supplies,Fellowes Neat Ideas? Storage Cubes,Los Angeles,Express Air,28-01-2013,0.03,32.48,34,0.81,35,1168.35,-1440.432
14916,27-02-2013,Low,553,Technology,StarTAC 6500,Los Angeles,Express Air,01-03-2013,0.07,125.99,16,0.59,8.8,1685.94,21.024
27138,30-05-2013,High,553,Furniture,"Bush Westfield Collection Bookcases, Fully Assembled",Los Angeles,Delivery Truck,01-06-2013,0.07,100.98,40,0.62,35.84,3840.27,-277.63
27138,30-05-2013,High,553,Technology,V 3600 Series,Los Angeles,Regular Air,01-06-2013,0.1,65.99,48,0.58,8.99,2457.3,134.73
88645,13-07-2010,Low,576,Office Supplies,Hoover Portapower? Portable Vacuum,Pomona,Regular Air,17-07-2010,0.06,4.48,4,0.6,49,32.6,-566
88648,13-03-2011,Medium,576,Furniture,Global Deluxe High-Back Office Chair in Storm,Pomona,Delivery Truck,15-03-2011,0.1,135.99,4,0.76,28.63,506.51,-357.65
88649,16-06-2011,High,576,Technology,TimeportP7382,Pomona,Regular Air,18-06-2011,0.1,205.99,5,0.56,8.99,787.91,-207.988
88652,10-04-2012,Critical,576,Office Supplies,Kensington 6 Outlet SmartSocket Surge Protector,Pomona,Express Air,12-04-2012,0.02,40.98,4,0.6,7.2,173.29,67.98
88652,10-04-2012,Critical,576,Office Supplies,Avery Durable Binders,Pomona,Regular Air,11-04-2012,0.05,2.88,4,0.36,1.49,11.86,1.071
88654,23-03-2013,Critical,576,Technology,Belkin ErgoBoard? Keyboard,Pomona,Express Air,24-03-2013,0.01,30.98,3,0.64,6.5,96.68,-84.12
88654,23-03-2013,Critical,576,Office Supplies,Newell 31,Pomona,Regular Air,25-03-2013,0.09,4.13,9,0.57,1.17,35.49,5.98
28647,14-03-2010,Critical,604,Furniture,Laminate Occasional Tables,Los Angeles,Express Air,15-03-2010,0.09,154.13,38,0.68,69,5679.59,-1763.7477
34882,24-07-2010,Critical,604,Office Supplies,Staples? General Use 3-Ring Binders,Los Angeles,Regular Air,25-07-2010,0.03,1.88,52,0.37,1.49,102.32,-15.0995
48487,11-01-2011,Low,604,Office Supplies,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Los Angeles,Regular Air,13-01-2011,0,12.97,27,0.35,1.49,360.7,58.4664
20068,28-02-2012,Critical,604,Office Supplies,Avery Durable Poly Binders,Los Angeles,Regular Air,29-02-2012,0.09,5.53,10,0.39,6.98,59.09,-46.1265
40934,13-11-2012,Not Specified,604,Office Supplies,Newell 326,Los Angeles,Regular Air,14-11-2012,0.01,1.76,95,0.56,0.7,167.91,-1.23
40934,13-11-2012,Not Specified,604,Technology,600 Series Non-Flip,Los Angeles,Regular Air,15-11-2012,0.07,45.99,37,0.57,4.99,1359.41,-107.503
28581,07-12-2012,Medium,604,Office Supplies,GBC Standard Therm-A-Bind Covers,Los Angeles,Regular Air,09-12-2012,0.06,24.92,2,0.39,12.98,72.8,-41.561
28581,07-12-2012,Medium,604,Office Supplies,Rediform S.O.S. Phone Message Books,Los Angeles,Regular Air,09-12-2012,0.04,4.98,72,0.36,0.8,352.7,73.05
37188,04-03-2013,Critical,604,Office Supplies,Xerox 198,Los Angeles,Express Air,05-03-2013,0.04,4.98,24,0.38,8.33,132.02,-123.28
26660,18-03-2013,Medium,604,Office Supplies,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Los Angeles,Regular Air,18-03-2013,0.1,8.95,1,0.39,2.01,10.23,-4.22
55968,30-09-2013,Low,604,Office Supplies,"Crayola Anti Dust Chalk, 12/Pack",Los Angeles,Regular Air,02-10-2013,0.05,1.82,84,0.4,1,154.6,0.86
87953,20-03-2010,Low,637,Furniture,Rush Hierlooms Collection Rich Wood Bookcases,Santa Clara,Delivery Truck,24-03-2010,0.06,160.98,8,0.72,35.02,1232.01,-229.68
87955,31-08-2011,Low,637,Office Supplies,Avery 49,Santa Clara,Regular Air,02-09-2011,0.01,2.88,17,0.36,0.5,48.7,33.603
87956,19-11-2011,High,637,Office Supplies,"Ampad? Evidence? Wirebond Steno Books, 6"" x 9""",Santa Clara,Regular Air,21-11-2011,0.1,2.18,13,0.38,7.09,32.67,16.216
87956,19-11-2011,High,637,Office Supplies,Acco Perma? 3000 Stacking Storage Drawers,Santa Clara,Regular Air,21-11-2011,0.01,20.98,40,0.66,5.42,901.89,246.884
87957,30-12-2011,Not Specified,637,Furniture,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Santa Clara,Delivery Truck,16-01-2012,0.07,130.98,21,0.78,30,2699.94,-211.885
87957,30-12-2011,Not Specified,637,Office Supplies,Xerox 1908,Santa Clara,Regular Air,10-01-2012,0.09,55.98,10,0.36,4.86,514.51,355.0119
87957,30-12-2011,Not Specified,637,Technology,282,Santa Clara,Regular Air,27-01-2012,0.08,115.99,16,0.56,4.23,1480.29,1021.4001
87960,07-11-2012,Medium,637,Office Supplies,Multimedia Mailers,Santa Clara,Regular Air,08-11-2012,0.01,162.93,35,0.39,19.99,5831.96,4024.0524
87954,30-04-2010,Critical,638,Technology,6120,Santa Cruz,Express Air,01-05-2010,0.06,65.99,9,0.58,8.8,506.38,288.09
87954,30-04-2010,Critical,638,Technology,KH 688,Santa Cruz,Express Air,02-05-2010,0,195.99,6,0.57,4.2,1042.72,719.4768
87958,03-05-2012,High,638,Office Supplies,Sanford Pocket Accent? Highlighters,Santa Cruz,Express Air,05-05-2012,0.04,1.6,9,0.42,1.29,15.69,-8.44
87958,03-05-2012,High,638,Technology,V 3600 Series,Santa Cruz,Regular Air,04-05-2012,0.04,65.99,16,0.58,8.99,899.01,398.223
87959,12-06-2012,Low,638,Furniture,DAX Solid Wood Frames,Santa Cruz,Regular Air,19-06-2012,0.05,9.77,5,0.48,6.02,48.72,8.4
87952,14-02-2010,Not Specified,639,Furniture,Chromcraft Rectangular Conference Tables,Santa Maria,Delivery Truck,15-02-2010,0,236.97,9,0.61,59.24,1769.91,1192.04
87961,18-02-2013,Low,639,Furniture,Bush Advantage Collection? Round Conference Table,Santa Maria,Delivery Truck,25-02-2013,0.04,212.6,3,0.73,110.2,513.87,-776.72
87961,18-02-2013,Low,639,Technology,Accessory36,Santa Maria,Regular Air,18-02-2013,0.1,55.99,1,0.83,5,46.67,-300.388
91213,16-04-2010,Not Specified,653,Office Supplies,Wilson Jones Suede Grain Vinyl Binders,Rancho Cucamonga,Express Air,17-04-2010,0,2.78,9,0.36,1.49,29.92,20.6448
91216,16-04-2013,Not Specified,653,Technology,Epson DFX-8500 Dot Matrix Printer,Rancho Cucamonga,Delivery Truck,18-04-2013,0.1,2550.14,2,0.57,29.7,4911.57,-3798.0111
91336,08-06-2011,Low,661,Furniture,Nu-Dell Leatherette Frames,Whittier,Regular Air,10-06-2011,0.04,14.34,9,0.49,5,125.86,86.8434
91337,17-01-2012,Medium,661,Office Supplies,Newell 320,Whittier,Regular Air,19-01-2012,0.01,4.28,2,0.58,1.6,9.52,-5.58
44517,23-04-2010,Medium,699,Office Supplies,Xerox 1954,Los Angeles,Regular Air,24-04-2010,0.03,5.28,5,0.4,5.61,32.5,-16.67
55392,06-06-2010,Critical,699,Office Supplies,"Staples Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Los Angeles,Regular Air,07-06-2010,0.02,6.47,30,0.4,1.22,193.95,40.2
55392,06-06-2010,Critical,699,Office Supplies,SANFORD Liquid Accent? Tank-Style Highlighters,Los Angeles,Regular Air,08-06-2010,0.07,2.84,59,0.54,0.93,158.8,3.21
36647,30-06-2010,High,699,Office Supplies,"Staples Vinyl Coated Paper Clips, 800/Box",Los Angeles,Regular Air,01-07-2010,0.01,7.89,32,0.4,2.82,274.26,38.7
36647,30-06-2010,High,699,Office Supplies,"*Staples* vLetter Openers, 2/Pack",Los Angeles,Regular Air,01-07-2010,0.09,3.68,24,0.83,1.32,83.16,-21.91
36647,30-06-2010,High,699,Office Supplies,Filing/Storage Totes and Swivel Casters,Los Angeles,Regular Air,03-07-2010,0.1,9.71,27,0.6,9.45,261.93,-119.77
32420,29-07-2010,Medium,699,Technology,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Los Angeles,Regular Air,31-07-2010,0.07,5.02,42,0.79,5.14,210.1,-168.72
32420,29-07-2010,Medium,699,Furniture,Hon 2090 ?Pillow Soft? Series Mid Back Swivel/Tilt Chairs,Los Angeles,Delivery Truck,31-07-2010,0.07,280.98,23,0.78,57,6499.87,-439.62
3042,20-11-2010,Medium,699,Office Supplies,"Dixon Prang? Watercolor Pencils, 10-Color Set with Brush",Los Angeles,Regular Air,21-11-2010,0.1,4.26,88,0.44,1.2,351.56,15.42
21539,09-07-2011,Medium,699,Furniture,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Los Angeles,Regular Air,09-07-2011,0.05,71.37,47,0.68,69,2819.81,-1730.3
26784,23-07-2011,Critical,699,Furniture,Hon Every-Day? Chair Series Swivel Task Chairs,Los Angeles,Delivery Truck,24-07-2011,0.02,120.98,14,0.64,30,1711.44,-64.14
48994,22-10-2011,Not Specified,699,Office Supplies,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Los Angeles,Regular Air,24-10-2011,0.03,167.27,11,0.85,35,1991.72,-373.476
59815,15-12-2011,Not Specified,699,Office Supplies,"""While you Were Out"" Message Book, One Form per Page",Los Angeles,Regular Air,17-12-2011,0.09,3.71,26,0.35,1.93,95.75,-1.06
23617,05-05-2012,Not Specified,699,Office Supplies,Vinyl Sectional Post Binders,Los Angeles,Express Air,07-05-2012,0.04,37.7,9,0.35,2.99,371.01,63.6055
36196,06-08-2012,Not Specified,699,Technology,"DS/HD IBM Formatted Diskettes, 10/Pack - Staples",Los Angeles,Regular Air,08-08-2012,0.07,4.98,14,0.64,4.32,78.02,-38.44
36196,06-08-2012,Not Specified,699,Furniture,DAX Solid Wood Frames,Los Angeles,Regular Air,07-08-2012,0.09,9.77,12,0.48,6.02,124.06,17.31
9344,06-12-2012,Low,699,Office Supplies,Safco Industrial Wire Shelving,Los Angeles,Regular Air,08-12-2012,0.09,95.99,36,,35,3466.2,-505.69
9344,06-12-2012,Low,699,Technology,SC7868i,Los Angeles,Regular Air,06-12-2012,0.02,125.99,62,0.55,8.99,6897.29,900.414
36356,25-12-2012,Medium,699,Furniture,Hon Valutask? Swivel Chairs,Los Angeles,Delivery Truck,27-12-2012,0.01,100.98,90,0.69,45,9537.18,-593.8
36356,25-12-2012,Medium,699,Office Supplies,Avery 510,Los Angeles,Regular Air,27-12-2012,0.08,3.75,66,0.37,0.5,235.54,47.98
57638,22-04-2013,Low,699,Furniture,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Los Angeles,Delivery Truck,27-04-2013,0.09,217.85,35,0.68,29.1,5740.62,-526.478095
57638,22-04-2013,Low,699,Office Supplies,Personal Creations? Ink Jet Cards and Labels,Los Angeles,Regular Air,24-04-2013,0.07,11.48,49,0.36,5.43,570.43,78.89
57638,22-04-2013,Low,699,Office Supplies,Kleencut? Forged Office Shears by Acme United Corporation,Los Angeles,Regular Air,24-04-2013,0.08,2.08,49,0.55,2.56,100.08,-85.58
21539,09-07-2013,Medium,699,Office Supplies,Standard Line? ?While You Were Out? Hardbound Telephone Message Book,Los Angeles,Regular Air,10-07-2013,0.04,21.98,25,0.39,8.32,539.07,40.11
26784,23-07-2013,Critical,699,Technology,Sharp EL500L Fraction Calculator,Los Angeles,Regular Air,24-07-2013,0.09,13.99,46,0.39,7.51,613.65,-37.9407
4771,13-12-2013,Critical,699,Furniture,Hon iLevel? Computer Training Table,Los Angeles,Delivery Truck,15-12-2013,0.04,31.76,8,0.65,45.51,271.86,-126.47
87980,20-11-2010,Medium,700,Office Supplies,"Dixon Prang? Watercolor Pencils, 10-Color Set with Brush",Santa Maria,Regular Air,21-11-2010,0.1,4.26,22,0.44,1.2,87.89,33.924
87981,09-07-2011,Medium,701,Office Supplies,Standard Line? ?While You Were Out? Hardbound Telephone Message Book,Santa Monica,Regular Air,10-07-2011,0.04,21.98,5,0.39,8.32,107.81,40.11
87981,09-07-2011,Medium,701,Furniture,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Santa Monica,Regular Air,09-07-2011,0.05,71.37,12,0.68,69,719.95,-1730.3
87985,05-05-2012,Not Specified,701,Office Supplies,Vinyl Sectional Post Binders,Santa Monica,Express Air,07-05-2012,0.04,37.7,2,0.35,2.99,82.45,56.8905
87987,06-12-2012,Low,701,Office Supplies,Safco Industrial Wire Shelving,Santa Monica,Regular Air,08-12-2012,0.09,95.99,9,,35,866.55,-252.845
87987,06-12-2012,Low,701,Technology,SC7868i,Santa Monica,Regular Air,06-12-2012,0.02,125.99,16,0.55,8.99,1779.95,1228.1655
87992,13-12-2013,Critical,701,Furniture,Hon iLevel? Computer Training Table,Santa Monica,Delivery Truck,15-12-2013,0.04,31.76,2,0.65,45.51,67.96,-42.49392
87977,23-04-2010,Medium,702,Office Supplies,Xerox 1954,Santa Rosa,Regular Air,24-04-2010,0.03,5.28,1,0.4,5.61,6.5,-16.67
87979,30-06-2010,High,702,Office Supplies,"Staples Vinyl Coated Paper Clips, 800/Box",Santa Rosa,Regular Air,01-07-2010,0.01,7.89,8,0.4,2.82,68.56,46.44
87979,30-06-2010,High,702,Office Supplies,"*Staples* vLetter Openers, 2/Pack",Santa Rosa,Regular Air,01-07-2010,0.09,3.68,6,0.83,1.32,20.79,-17.528
87979,30-06-2010,High,702,Office Supplies,Filing/Storage Totes and Swivel Casters,Santa Rosa,Regular Air,03-07-2010,0.1,9.71,7,0.6,9.45,67.91,-95.816
87986,06-08-2012,Not Specified,702,Technology,"DS/HD IBM Formatted Diskettes, 10/Pack - Staples",Santa Rosa,Regular Air,08-08-2012,0.07,4.98,3,0.64,4.32,16.72,-19.9888
87988,25-12-2012,Medium,702,Furniture,Hon Valutask? Swivel Chairs,Santa Rosa,Delivery Truck,27-12-2012,0.01,100.98,23,0.69,45,2437.28,-296.9
87988,25-12-2012,Medium,702,Office Supplies,Avery 510,Santa Rosa,Regular Air,27-12-2012,0.08,3.75,17,0.37,0.5,60.67,41.8623
87984,15-12-2011,Not Specified,703,Office Supplies,"""While you Were Out"" Message Book, One Form per Page",Saratoga,Regular Air,17-12-2011,0.09,3.71,6,0.35,1.93,22.1,-0.53
86998,03-10-2011,Not Specified,776,Furniture,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Oceanside,Delivery Truck,04-10-2011,0.06,130.98,8,0.78,30,1057.4,-282.7116
87000,01-03-2013,Medium,776,Office Supplies,GBC Wire Binding Strips,Oceanside,Regular Air,02-03-2013,0.1,31.74,2,0.37,12.62,62.57,-9.315
87000,01-03-2013,Medium,776,Office Supplies,"Snap-A-Way? Black Print Carbonless Ruled Speed Letter, Triplicate",Oceanside,Regular Air,02-03-2013,0.09,37.94,2,0.38,5.08,71.88,39.23
87001,13-06-2013,Not Specified,776,Office Supplies,JM Magazine Binder,Oceanside,Regular Air,14-06-2013,0.07,16.51,15,0.37,2.99,238.35,164.4615
87001,13-06-2013,Not Specified,776,Office Supplies,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Oceanside,Regular Air,14-06-2013,0.01,55.48,8,0.37,6.79,455.05,313.9845
87001,13-06-2013,Not Specified,776,Office Supplies,Space Solutions? Industrial Galvanized Steel Shelving.,Oceanside,Regular Air,14-06-2013,0.03,78.8,17,0.83,35,1351.62,-878.376
90962,29-04-2010,High,782,Office Supplies,Home/Office Personal File Carts,Whittier,Regular Air,30-04-2010,0.04,34.76,8,0.6,5.49,279.01,192.5169
91513,06-04-2010,Medium,786,Office Supplies,Southworth 25% Cotton Antique Laid Paper & Envelopes,Mission Viejo,Regular Air,07-04-2010,0,8.34,9,0.4,4.82,76.23,-5.05
91514,29-04-2011,Medium,786,Furniture,Bretford CR4500 Series Slim Rectangular Table,Mission Viejo,Delivery Truck,01-05-2011,0.02,348.21,9,0.62,40.19,3327.55,-4560.43
91517,03-03-2013,High,786,Office Supplies,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Mission Viejo,Delivery Truck,05-03-2013,0.05,68.81,6,0.41,60,427.48,-527.83
91517,03-03-2013,High,786,Office Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Mission Viejo,Regular Air,05-03-2013,0.03,6.84,2,0.58,8.37,16.03,-48.28
91518,06-04-2013,Medium,786,Office Supplies,Computer Printout Paper with Letter-Trim Perforations,Mission Viejo,Express Air,07-04-2013,0.09,18.97,10,0.37,9.03,186.73,67.03
91520,26-07-2013,High,786,Furniture,KI Conference Tables,Mission Viejo,Delivery Truck,27-07-2013,0.06,70.89,16,0.69,89.3,1183.23,-2766.61584
91515,17-12-2011,Medium,787,Technology,252,Modesto,Regular Air,17-12-2011,0.08,65.99,8,0.55,5.92,439.97,70.6455
91516,28-10-2012,High,787,Technology,"Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case",Modesto,Regular Air,29-10-2012,0.04,9.49,1,0.39,5.76,12.54,-29.888676
91519,03-05-2013,Low,787,Furniture,"Bush Westfield Collection Bookcases, Fully Assembled",Modesto,Delivery Truck,08-05-2013,0.08,100.98,15,0.62,35.84,1433.08,-335.77
89770,09-01-2010,High,833,Office Supplies,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Gilroy,Express Air,11-01-2010,0,11.66,11,0.59,8.99,138.51,-203.67
89772,06-03-2013,High,833,Technology,"Sony MFD2HD Formatted Diskettes, 10/Pack",Gilroy,Regular Air,08-03-2013,0,6.48,6,0.71,2.74,42.68,-37.88
89772,06-03-2013,High,833,Furniture,Hon 4060 Series Tables,Gilroy,Regular Air,07-03-2013,0.07,111.96,5,0.63,69,437.96,-742.88
89893,08-08-2011,Critical,838,Office Supplies,Belkin 8 Outlet Surge Protector,Hacienda Heights,Regular Air,09-08-2011,0,40.98,18,0.57,5.33,791.61,546.2109
89894,03-08-2012,Not Specified,838,Office Supplies,Xerox 1949,Hacienda Heights,Regular Air,04-08-2012,0.04,4.98,24,0.36,4.72,119.4,-43.5656
89894,03-08-2012,Not Specified,838,Office Supplies,Prang Colored Pencils,Hacienda Heights,Express Air,03-08-2012,0.04,2.94,23,0.4,0.81,72.55,50.0595
89895,09-12-2012,Medium,838,Technology,"Imation Neon Mac Format Diskettes, 10/Pack",Hacienda Heights,Regular Air,09-12-2012,0.1,8.12,18,0.77,2.83,134.28,-49.51
89896,02-10-2013,Not Specified,838,Technology,Imation DVD-RAM discs,Hacienda Heights,Regular Air,04-10-2013,0.09,35.41,11,0.43,1.99,354.46,138.1
89896,02-10-2013,Not Specified,838,Technology,Canon imageCLASS 2200 Advanced Copier,Hacienda Heights,Regular Air,03-10-2013,0.05,3499.99,2,0.37,24.49,6849.48,-9078.94
